YEAR,MONTH,TRACT,TYPE,CONSUMPTION,CONNECTIONS
2013,1,103300,Triplex,272,27
2013,1,103400,Apartment,392,11
2013,1,103400,Business,722,53
2013,1,103400,Duplex,1488,178
2013,1,103400,Fourplex,872,45
2013,1,103400,Industry,119,1
2013,1,103400,Miscellaneous,0,1
2013,1,103400,Parks & Municipals,0,3
2013,1,103400,Restaurant,131,2
2013,1,103400,School or Church or Charity,68,3
2013,1,103400,Single Residence,5200,1208
2013,1,103400,Triplex,153,20
2013,1,103500,Apartment,60,3
2013,1,103500,Business,533,30
2013,1,103500,Duplex,1410,190
2013,1,103500,Fourplex,837,54
2013,1,103500,Parks & Municipals,0,3
2013,1,103500,Restaurant,7,1
2013,1,103500,School or Church or Charity,28,4
2013,1,103500,Single Residence,5308,1140
2013,1,103500,Triplex,302,29
2013,1,103600,Apartment,133,2
2013,1,103600,Business,1057,2
2013,1,103600,Duplex,665,78
2013,1,103600,Miscellaneous,0,8
2013,1,103600,Parks & Municipals,0,5
2013,1,103600,Restaurant,85,1
2013,1,103600,School or Church or Charity,44,4
2013,1,103600,Single Residence,4884,890
2013,1,103600,Triplex,10,2
2013,1,103700,Business,145,13
2013,1,103700,Duplex,744,93
2013,1,103700,Parks & Municipals,0,3
2013,1,103700,Restaurant,143,3
2013,1,103700,School or Church or Charity,10,2
2013,1,103700,Single Residence,4869,942
2013,1,103700,Triplex,7,1
2013,1,103800,Apartment,615,4
2013,1,103800,Business,333,19
2013,1,103800,Duplex,1258,130
2013,1,103800,Fourplex,64,3
2013,1,103800,Miscellaneous,0,1
2013,1,103800,Parks & Municipals,0,1
2013,1,103800,Restaurant,178,2
2013,1,103800,School or Church or Charity,110,3
2013,1,103800,Single Residence,3178,690
2013,1,103800,Triplex,12,2
2013,1,103900,Apartment,733,10
2013,1,103900,Business,504,19
2013,1,103900,Duplex,726,78
2013,1,103900,Fourplex,15,2
2013,1,103900,Miscellaneous,0,2
2013,1,103900,Parks & Municipals,0,2
2013,1,103900,Restaurant,122,2
2013,1,103900,School or Church or Charity,49,9
2013,1,103900,Single Residence,6098,1196
2013,1,104000,Business,1195,34
2013,1,104000,Duplex,903,77
2013,1,104000,Parks & Municipals,0,1
2013,1,104000,School or Church or Charity,81,8
2013,1,104000,Single Residence,7090,1087
2013,1,104000,Triplex,5,1
2013,1,104100,Apartment,1218,7
2013,1,104100,Business,99,5
2013,1,104100,Duplex,664,67
2013,1,104100,Miscellaneous,0,3
2013,1,104100,Parks & Municipals,0,6
2013,1,104100,School or Church or Charity,99,8
2013,1,104100,Single Residence,4908,862
2013,1,104100,Triplex,7,1
2013,1,104200,Apartment,2051,20
2013,1,104200,Business,1918,26
2013,1,104200,Duplex,1111,110
2013,1,104200,Fourplex,57,2
2013,1,104200,Hotel or Motel,407,3
2013,1,104200,Miscellaneous,1597,10
2013,1,104200,Parks & Municipals,8,25
2013,1,104200,Restaurant,32,1
2013,1,104200,School or Church or Charity,65,10
2013,1,104200,Single Residence,13667,1984
2013,1,104200,Triplex,31,3
2013,1,104300,Apartment,2497,11
2013,1,104300,Business,764,31
2013,1,104300,Duplex,663,75
2013,1,104300,Fourplex,8,1
2013,1,104300,Miscellaneous,35,3
2013,1,104300,Restaurant,66,1
2013,1,104300,School or Church or Charity,188,15
2013,1,104300,Single Residence,3316,620
2013,1,104400,Business,246,11
2013,1,104400,Duplex,298,33
2013,1,104400,Miscellaneous,343,5
2013,1,104400,Parks & Municipals,13,9
2013,1,104400,Single Residence,4150,630
2013,1,104700,Apartment,2276,21
2013,1,104700,Business,550,26
2013,1,104700,Duplex,1469,166
2013,1,104700,Fourplex,121,6
2013,1,104700,Miscellaneous,4,5
2013,1,104700,Parks & Municipals,5,11
2013,1,104700,Restaurant,7,1
2013,1,104700,School or Church or Charity,51,4
2013,1,104700,Single Residence,6661,1371
2013,1,104700,Triplex,48,5
2013,1,104800,Apartment,1338,13
2013,1,104800,Business,475,30
2013,1,104800,Duplex,1726,178
2013,1,104800,Fourplex,66,2
2013,1,104800,Miscellaneous,9,5
2013,1,104800,Parks & Municipals,0,1
2013,1,104800,Restaurant,52,1
2013,1,104800,School or Church or Charity,168,11
2013,1,104800,Single Residence,7017,1447
2013,1,104800,Triplex,47,3
2013,1,104900,Apartment,606,9
2013,1,104900,Business,472,35
2013,1,104900,Duplex,604,68
2013,1,104900,Fourplex,1804,78
2013,1,104900,Industry,29,1
2013,1,104900,Miscellaneous,0,7
2013,1,104900,Parks & Municipals,6,4
2013,1,104900,Restaurant,199,2
2013,1,104900,School or Church or Charity,27,3
2013,1,104900,Single Residence,3364,740
2013,1,104900,Triplex,154,10
2013,1,110103,Miscellaneous,0,1
2013,1,110103,Single Residence,38,5
2013,1,110200,Miscellaneous,0,6
2013,1,110200,School or Church or Charity,19,2
2013,1,110300,Business,-9,6
2013,1,110300,Duplex,72,10
2013,1,110300,Single Residence,332,65
2013,1,111400,Business,0,1
2013,1,111400,Duplex,12,2
2013,1,111400,Fourplex,80,1
2013,1,111400,Single Residence,62,16
2013,1,111400,Triplex,42,2
2013,1,111802,Apartment,819,13
2013,1,111802,Business,1371,21
2013,1,111802,Duplex,257,18
2013,1,111802,Single Residence,341,56
2013,1,111802,Triplex,23,3
2013,1,113906,Business,7183,77
2013,1,113906,Industry,0,8
2013,1,113906,Miscellaneous,40,7
2013,1,113906,Parks & Municipals,20,4
2013,1,114000,Apartment,2528,29
2013,1,114000,Business,27822,646
2013,1,114000,Duplex,224,19
2013,1,114000,Fourplex,106,3
2013,1,114000,Hotel or Motel,24752,57
2013,1,114000,Industry,554,19
2013,1,114000,Miscellaneous,6,9
2013,1,114000,Parks & Municipals,97,66
2013,1,114000,Restaurant,1700,21
2013,1,114000,School or Church or Charity,49,3
2013,1,114000,Single Residence,633,106
2013,1,114000,Triplex,53,3
2013,1,114100,Apartment,349,10
2013,1,114100,Business,5312,117
2013,1,114100,Duplex,1434,77
2013,1,114100,Fourplex,389,22
2013,1,114100,Hotel or Motel,245,4
2013,1,114100,Miscellaneous,57,14
2013,1,114100,Parks & Municipals,14,13
2013,1,114100,Restaurant,1479,15
2013,1,114100,School or Church or Charity,486,13
2013,1,114100,Single Residence,3425,682
2013,1,114100,Triplex,17,2
2013,1,114500,Business,81840,1213
2013,1,114500,Industry,17653,56
2013,1,114500,Miscellaneous,336,23
2013,1,114500,Parks & Municipals,610,25
2013,1,114500,School or Church or Charity,519,8
2013,1,114500,Single Residence,32,7
2013,1,114700,Business,2547,54
2013,1,114700,Duplex,111,7
2013,1,114700,Fourplex,50,3
2013,1,114700,Hotel or Motel,134,1
2013,1,114700,Industry,4671,8
2013,1,114700,Miscellaneous,13,5
2013,1,114700,Parks & Municipals,1408,28
2013,1,114700,Restaurant,38,1
2013,1,114700,School or Church or Charity,129,12
2013,1,114700,Single Residence,9246,1428
2013,1,114700,Triplex,33,2
2013,1,114800,Apartment,537,8
2013,1,114800,Business,16,5
2013,1,114800,Duplex,203,18
2013,1,114800,Fourplex,16,1
2013,1,114800,Hospital,338,2
2013,1,114800,Miscellaneous,22,16
2013,1,114800,Parks & Municipals,0,18
2013,1,114800,School or Church or Charity,72,2
2013,1,114800,Single Residence,9687,1270
2013,1,114800,Triplex,0,1
2013,1,980000,Business,28986,391
2013,1,980000,Hotel or Motel,8027,58
2013,1,980000,Industry,119,12
2013,1,980000,Miscellaneous,199,54
2013,1,980000,Parks & Municipals,71,15
2013,2,100100,Apartment,558,14
2013,2,100100,Business,4603,197
2013,2,100100,Duplex,713,58
2013,2,100100,Fourplex,109,6
2013,2,100100,Hotel or Motel,330,2
2013,2,100100,Industry,135073,23
2013,2,100100,Miscellaneous,1,10
2013,2,100100,Parks & Municipals,0,3
2013,2,100100,Restaurant,32,1
2013,2,100100,School or Church or Charity,912,14
2013,2,100100,Single Residence,2120,339
2013,2,100100,Triplex,53,6
2013,2,100200,Apartment,44,2
2013,2,100200,Business,2182,26
2013,2,100200,Duplex,920,81
2013,2,100200,Fourplex,186,5
2013,2,100200,Industry,42,8
2013,2,100200,Miscellaneous,1,3
2013,2,100200,Parks & Municipals,0,7
2013,2,100200,School or Church or Charity,1,2
2013,2,100200,Single Residence,2766,376
2013,2,100200,Triplex,63,4
2013,2,100306,Apartment,4465,16
2013,2,100306,Business,3405,68
2013,2,100306,Duplex,340,14
2013,2,100306,Fourplex,1226,25
2013,2,100306,Hotel or Motel,1371,4
2013,2,100306,Miscellaneous,-1,4
2013,2,100306,Parks & Municipals,0,4
2013,2,100306,Restaurant,234,4
2013,2,100306,School or Church or Charity,97,2
2013,2,100306,Single Residence,7212,639
2013,2,100307,Apartment,1088,18
2013,2,100307,Duplex,65,5
2013,2,100307,Fourplex,74,2
2013,2,100307,Parks & Municipals,3,6
2013,2,100307,School or Church or Charity,195,10
2013,2,100307,Single Residence,11297,1046
2013,2,100308,Apartment,7414,44
2013,2,100308,Business,1340,21
2013,2,100308,Duplex,274,17
2013,2,100308,Fourplex,1118,18
2013,2,100308,Miscellaneous,0,1
2013,2,100308,Parks & Municipals,76,12
2013,2,100308,Restaurant,272,2
2013,2,100308,School or Church or Charity,425,9
2013,2,100308,Single Residence,4586,386
2013,2,100500,Apartment,4587,16
2013,2,100500,Business,239,11
2013,2,100500,Duplex,766,38
2013,2,100500,Fourplex,474,17
2013,2,100500,Miscellaneous,6,3
2013,2,100500,Parks & Municipals,0,10
2013,2,100500,Restaurant,67,4
2013,2,100500,School or Church or Charity,81,3
2013,2,100500,Single Residence,10275,1328
2013,2,100600,Apartment,3303,19
2013,2,100600,Business,6234,73
2013,2,100600,Duplex,1408,87
2013,2,100600,Fourplex,807,32
2013,2,100600,Hotel or Motel,551,1
2013,2,100600,Industry,2,1
2013,2,100600,Miscellaneous,675,18
2013,2,100600,Parks & Municipals,457,18
2013,2,100600,Restaurant,413,8
2013,2,100600,School or Church or Charity,600,18
2013,2,100600,Single Residence,10755,1296
2013,2,100600,Triplex,305,11
2013,2,100700,Apartment,3022,47
2013,2,100700,Business,1376,36
2013,2,100700,Duplex,1111,106
2013,2,100700,Fourplex,1088,41
2013,2,100700,Industry,13,1
2013,2,100700,Miscellaneous,7,6
2013,2,100700,Parks & Municipals,21,25
2013,2,100700,Restaurant,12,1
2013,2,100700,School or Church or Charity,106,10
2013,2,100700,Single Residence,2472,429
2013,2,100700,Triplex,615,25
2013,2,100800,Apartment,6564,48
2013,2,100800,Business,4044,37
2013,2,100800,Duplex,477,42
2013,2,100800,Fourplex,251,19
2013,2,100800,Hotel or Motel,997,6
2013,2,100800,Miscellaneous,20,12
2013,2,100800,Parks & Municipals,1,10
2013,2,100800,Restaurant,203,2
2013,2,100800,School or Church or Charity,3702,27
2013,2,100800,Single Residence,866,91
2013,2,100800,Triplex,277,16
2013,2,101000,Apartment,291,11
2013,2,101000,Business,256,12
2013,2,101000,Duplex,1497,170
2013,2,101000,Fourplex,278,14
2013,2,101000,Hospital,1750,3
2013,2,101000,Miscellaneous,902,4
2013,2,101000,Parks & Municipals,0,2
2013,2,101000,School or Church or Charity,1639,6
2013,2,101000,Single Residence,4728,967
2013,2,101000,Triplex,155,15
2013,2,101101,Apartment,2056,49
2013,2,101101,Business,614,38
2013,2,101101,Duplex,403,54
2013,2,101101,Fourplex,703,43
2013,2,101101,Miscellaneous,28,9
2013,2,101101,Parks & Municipals,0,1
2013,2,101101,Restaurant,112,5
2013,2,101101,School or Church or Charity,92,3
2013,2,101101,Single Residence,1336,287
2013,2,101101,Triplex,187,17
2013,2,101102,Apartment,9099,65
2013,2,101102,Business,128,14
2013,2,101102,Duplex,407,51
2013,2,101102,Fourplex,716,41
2013,2,101102,Hotel or Motel,8,1
2013,2,101102,Miscellaneous,0,7
2013,2,101102,Parks & Municipals,0,8
2013,2,101102,School or Church or Charity,164,13
2013,2,101102,Single Residence,851,183
2013,2,101102,Triplex,233,24
2013,2,101200,Apartment,3278,68
2013,2,101200,Business,687,31
2013,2,101200,Duplex,735,100
2013,2,101200,Fourplex,1041,64
2013,2,101200,Hotel or Motel,8,1
2013,2,101200,Miscellaneous,0,5
2013,2,101200,Parks & Municipals,36,28
2013,2,101200,School or Church or Charity,144,4
2013,2,101200,Single Residence,4025,854
2013,2,101200,Triplex,282,27
2013,2,101400,Apartment,14044,14
2013,2,101400,Business,28914,117
2013,2,101400,Hospital,12108,27
2013,2,101400,Miscellaneous,5216,31
2013,2,101400,Parks & Municipals,25,14
2013,2,101400,School or Church or Charity,30174,32
2013,2,101400,Single Residence,233,32
2013,2,101500,Apartment,4162,75
2013,2,101500,Business,1288,41
2013,2,101500,Duplex,795,86
2013,2,101500,Fourplex,761,49
2013,2,101500,Hospital,2783,9
2013,2,101500,Miscellaneous,2,6
2013,2,101500,Parks & Municipals,16,17
2013,2,101500,Restaurant,379,10
2013,2,101500,School or Church or Charity,60,4
2013,2,101500,Single Residence,1963,353
2013,2,101500,Triplex,610,45
2013,2,101600,Apartment,3867,35
2013,2,101600,Business,318,20
2013,2,101600,Duplex,643,82
2013,2,101600,Fourplex,479,27
2013,2,101600,Miscellaneous,0,10
2013,2,101600,Parks & Municipals,28,7
2013,2,101600,School or Church or Charity,1503,30
2013,2,101600,Single Residence,3661,615
2013,2,101600,Triplex,405,37
2013,2,101700,Apartment,7005,93
2013,2,101700,Business,1808,68
2013,2,101700,Duplex,570,71
2013,2,101700,Fourplex,673,37
2013,2,101700,Miscellaneous,0,1
2013,2,101700,Parks & Municipals,0,11
2013,2,101700,Restaurant,32,1
2013,2,101700,School or Church or Charity,152,8
2013,2,101700,Single Residence,1089,247
2013,2,101700,Triplex,154,13
2013,2,101800,Apartment,3314,46
2013,2,101800,Business,1163,51
2013,2,101800,Duplex,857,100
2013,2,101800,Fourplex,761,48
2013,2,101800,Hotel or Motel,221,1
2013,2,101800,Industry,158,2
2013,2,101800,Miscellaneous,0,6
2013,2,101800,Parks & Municipals,0,9
2013,2,101800,Restaurant,891,9
2013,2,101800,School or Church or Charity,323,11
2013,2,101800,Single Residence,2175,489
2013,2,101800,Triplex,222,16
2013,2,101900,Apartment,6275,67
2013,2,101900,Business,3472,132
2013,2,101900,Duplex,83,13
2013,2,101900,Fourplex,229,14
2013,2,101900,Hotel or Motel,44,2
2013,2,101900,Miscellaneous,0,7
2013,2,101900,Parks & Municipals,30,12
2013,2,101900,Restaurant,833,14
2013,2,101900,School or Church or Charity,419,11
2013,2,101900,Single Residence,307,53
2013,2,101900,Triplex,29,3
2013,2,102000,Apartment,2812,53
2013,2,102000,Business,4353,89
2013,2,102000,Duplex,1065,98
2013,2,102000,Fourplex,180,16
2013,2,102000,Hotel or Motel,0,1
2013,2,102000,Miscellaneous,0,1
2013,2,102000,Parks & Municipals,0,12
2013,2,102000,Restaurant,2,2
2013,2,102000,School or Church or Charity,88,7
2013,2,102000,Single Residence,2474,417
2013,2,102000,Triplex,209,18
2013,2,102100,Apartment,5404,44
2013,2,102100,Business,3578,114
2013,2,102100,Fourplex,33,4
2013,2,102100,Miscellaneous,0,4
2013,2,102100,Parks & Municipals,702,8
2013,2,102100,Restaurant,313,4
2013,2,102100,School or Church or Charity,85,7
2013,2,102100,Single Residence,13,4
2013,2,102300,Apartment,5073,24
2013,2,102300,Business,4126,111
2013,2,102300,Duplex,452,44
2013,2,102300,Fourplex,180,10
2013,2,102300,Industry,0,1
2013,2,102300,Miscellaneous,356,5
2013,2,102300,Parks & Municipals,140,21
2013,2,102300,Restaurant,126,4
2013,2,102300,School or Church or Charity,616,8
2013,2,102300,Single Residence,1033,211
2013,2,102300,Triplex,27,3
2013,2,102500,Apartment,7993,43
2013,2,102500,Business,14292,236
2013,2,102500,Duplex,22,3
2013,2,102500,Fourplex,4,1
2013,2,102500,Hotel or Motel,4462,20
2013,2,102500,Industry,461,15
2013,2,102500,Miscellaneous,288,13
2013,2,102500,Parks & Municipals,4,26
2013,2,102500,Restaurant,1030,8
2013,2,102500,School or Church or Charity,265,10
2013,2,102500,Single Residence,124,12
2013,2,102500,Triplex,8,2
2013,2,102600,Apartment,519,11
2013,2,102600,Business,7067,164
2013,2,102600,Duplex,752,56
2013,2,102600,Fourplex,437,17
2013,2,102600,Hotel or Motel,359,1
2013,2,102600,Industry,10,4
2013,2,102600,Miscellaneous,0,4
2013,2,102600,Parks & Municipals,435,43
2013,2,102600,Restaurant,208,7
2013,2,102600,School or Church or Charity,556,24
2013,2,102600,Single Residence,6694,1021
2013,2,102600,Triplex,176,11
2013,2,102701,Apartment,1814,5
2013,2,102701,Business,1513,23
2013,2,102701,Duplex,1033,86
2013,2,102701,Fourplex,137,6
2013,2,102701,Parks & Municipals,0,5
2013,2,102701,Restaurant,29,1
2013,2,102701,School or Church or Charity,64,5
2013,2,102701,Single Residence,6018,951
2013,2,102701,Triplex,144,6
2013,2,102702,Apartment,2749,23
2013,2,102702,Business,2098,40
2013,2,102702,Duplex,431,27
2013,2,102702,Fourplex,1330,39
2013,2,102702,Hotel or Motel,1125,3
2013,2,102702,Industry,4604,17
2013,2,102702,Miscellaneous,0,3
2013,2,102702,Parks & Municipals,0,6
2013,2,102702,Restaurant,86,2
2013,2,102702,School or Church or Charity,158,5
2013,2,102702,Single Residence,2893,461
2013,2,102702,Triplex,58,3
2013,2,102801,Apartment,28,4
2013,2,102801,Business,2559,74
2013,2,102801,Duplex,2095,94
2013,2,102801,Fourplex,68,2
2013,2,102801,Industry,48,5
2013,2,102801,Miscellaneous,0,2
2013,2,102801,Parks & Municipals,5,23
2013,2,102801,Restaurant,16,1
2013,2,102801,School or Church or Charity,159,6
2013,2,102801,Single Residence,10166,1534
2013,2,102801,Triplex,38,1
2013,2,102802,Apartment,2385,13
2013,2,102802,Business,8985,281
2013,2,102802,Duplex,752,51
2013,2,102802,Fourplex,0,1
2013,2,102802,Hotel or Motel,222,4
2013,2,102802,Industry,7,1
2013,2,102802,Miscellaneous,0,12
2013,2,102802,Parks & Municipals,8145,20
2013,2,102802,Restaurant,170,6
2013,2,102802,School or Church or Charity,305,15
2013,2,102802,Single Residence,6812,794
2013,2,102802,Triplex,30,1
2013,2,102900,Apartment,6549,41
2013,2,102900,Business,16604,666
2013,2,102900,Duplex,639,57
2013,2,102900,Fourplex,400,18
2013,2,102900,Hotel or Motel,1898,7
2013,2,102900,Industry,565,8
2013,2,102900,Miscellaneous,1,16
2013,2,102900,Parks & Municipals,391,16
2013,2,102900,Restaurant,1092,18
2013,2,102900,School or Church or Charity,306,10
2013,2,102900,Single Residence,4302,681
2013,2,102900,Triplex,113,8
2013,2,103000,Apartment,339,10
2013,2,103000,Business,914,54
2013,2,103000,Duplex,777,83
2013,2,103000,Fourplex,711,31
2013,2,103000,Hotel or Motel,40,3
2013,2,103000,Miscellaneous,0,5
2013,2,103000,Parks & Municipals,746,24
2013,2,103000,Restaurant,281,6
2013,2,103000,School or Church or Charity,147,5
2013,2,103000,Single Residence,4595,837
2013,2,103000,Triplex,262,17
2013,2,103100,Apartment,1730,14
2013,2,103100,Business,378,29
2013,2,103100,Duplex,1047,119
2013,2,103100,Fourplex,1260,54
2013,2,103100,Miscellaneous,1,3
2013,2,103100,Parks & Municipals,0,8
2013,2,103100,Restaurant,939,6
2013,2,103100,School or Church or Charity,629,22
2013,2,103100,Single Residence,5853,1118
2013,2,103100,Triplex,296,19
2013,2,103200,Apartment,1859,21
2013,2,103200,Business,2862,42
2013,2,103200,Duplex,691,87
2013,2,103200,Fourplex,1048,55
2013,2,103200,Hotel or Motel,175,3
2013,2,103200,Miscellaneous,0,2
2013,2,103200,Parks & Municipals,0,8
2013,2,103200,Restaurant,7,1
2013,2,103200,School or Church or Charity,70,5
2013,2,103200,Single Residence,5107,1274
2013,2,103200,Triplex,257,17
2013,2,103300,Apartment,2942,42
2013,2,103300,Business,3032,105
2013,2,103300,Duplex,965,118
2013,2,103300,Fourplex,780,47
2013,2,103300,Hospital,0,2
2013,2,103300,Miscellaneous,48,5
2013,2,103300,Parks & Municipals,0,4
2013,2,103300,Restaurant,482,5
2013,2,103300,School or Church or Charity,1267,27
2013,2,103300,Single Residence,3891,845
2013,2,103300,Triplex,269,27
2013,2,103400,Apartment,237,11
2013,2,103400,Business,842,54
2013,2,103400,Duplex,1521,180
2013,2,103400,Fourplex,959,45
2013,2,103400,Industry,98,1
2013,2,103400,Miscellaneous,0,1
2013,2,103400,Parks & Municipals,0,3
2013,2,103400,Restaurant,137,2
2013,2,103400,School or Church or Charity,126,3
2013,2,103400,Single Residence,5671,1204
2013,2,103400,Triplex,298,20
2013,2,103500,Apartment,60,3
2013,2,103500,Business,516,29
2013,2,103500,Duplex,1508,190
2013,2,103500,Fourplex,859,56
2013,2,103500,Parks & Municipals,0,3
2013,2,103500,Restaurant,7,1
2013,2,103500,School or Church or Charity,15,4
2013,2,103500,Single Residence,5639,1137
2013,2,103500,Triplex,301,29
2013,2,103600,Apartment,-9,2
2013,2,103600,Business,497,2
2013,2,103600,Duplex,733,79
2013,2,103600,Miscellaneous,0,4
2013,2,103600,Parks & Municipals,0,5
2013,2,103600,Restaurant,26,1
2013,2,103600,School or Church or Charity,90,4
2013,2,103600,Single Residence,6213,889
2013,2,103600,Triplex,23,2
2013,2,103700,Business,173,13
2013,2,103700,Duplex,743,92
2013,2,103700,Parks & Municipals,0,3
2013,2,103700,Restaurant,143,3
2013,2,103700,School or Church or Charity,11,2
2013,2,103700,Single Residence,4498,943
2013,2,103700,Triplex,10,1
2013,2,103800,Apartment,611,4
2013,2,103800,Business,323,19
2013,2,103800,Duplex,1344,130
2013,2,103800,Fourplex,62,3
2013,2,103800,Miscellaneous,26,1
2013,2,103800,Parks & Municipals,0,1
2013,2,103800,Restaurant,178,2
2013,2,103800,School or Church or Charity,110,3
2013,2,103800,Single Residence,3731,687
2013,2,103800,Triplex,12,2
2013,2,103900,Apartment,870,10
2013,2,103900,Business,558,19
2013,2,103900,Duplex,839,78
2013,2,103900,Fourplex,23,2
2013,2,103900,Miscellaneous,0,2
2013,2,103900,Parks & Municipals,0,2
2013,2,103900,Restaurant,114,2
2013,2,103900,School or Church or Charity,57,9
2013,2,103900,Single Residence,8570,1201
2013,2,104000,Business,1194,33
2013,2,104000,Duplex,710,77
2013,2,104000,Parks & Municipals,0,1
2013,2,104000,School or Church or Charity,71,8
2013,2,104000,Single Residence,6019,1091
2013,2,104000,Triplex,5,1
2013,2,104100,Apartment,1284,7
2013,2,104100,Business,137,5
2013,2,104100,Duplex,676,67
2013,2,104100,Miscellaneous,0,3
2013,2,104100,Parks & Municipals,0,6
2013,2,104100,School or Church or Charity,205,8
2013,2,104100,Single Residence,6526,863
2013,2,104100,Triplex,1,1
2013,2,104200,Apartment,2733,20
2013,2,104200,Business,2938,26
2013,2,104200,Duplex,2817,110
2013,2,104200,Fourplex,67,2
2013,2,104200,Hotel or Motel,445,3
2013,2,104200,Miscellaneous,1967,10
2013,2,104200,Parks & Municipals,9,21
2013,2,104200,Restaurant,39,1
2013,2,104200,School or Church or Charity,79,10
2013,2,104200,Single Residence,14012,1981
2013,2,104200,Triplex,41,3
2013,2,104300,Apartment,2590,11
2013,2,104300,Business,741,33
2013,2,104300,Duplex,671,75
2013,2,104300,Fourplex,16,1
2013,2,104300,Miscellaneous,52,3
2013,2,104300,Restaurant,66,1
2013,2,104300,School or Church or Charity,265,15
2013,2,104300,Single Residence,3066,620
2013,2,104400,Business,237,11
2013,2,104400,Duplex,323,33
2013,2,104400,Miscellaneous,356,5
2013,2,104400,Parks & Municipals,12,9
2013,2,104400,Single Residence,4682,630
2013,2,104700,Apartment,2102,21
2013,2,104700,Business,543,26
2013,2,104700,Duplex,1981,171
2013,2,104700,Fourplex,161,6
2013,2,104700,Miscellaneous,6,5
2013,2,104700,Parks & Municipals,6,13
2013,2,104700,Restaurant,13,1
2013,2,104700,School or Church or Charity,60,4
2013,2,104700,Single Residence,9913,1374
2013,2,104700,Triplex,75,5
2013,2,104800,Apartment,1339,13
2013,2,104800,Business,1261,30
2013,2,104800,Duplex,2048,177
2013,2,104800,Fourplex,34,2
2013,2,104800,Miscellaneous,4,5
2013,2,104800,Parks & Municipals,0,1
2013,2,104800,Restaurant,178,1
2013,2,104800,School or Church or Charity,283,11
2013,2,104800,Single Residence,10216,1445
2013,2,104800,Triplex,56,3
2013,2,104900,Apartment,588,9
2013,2,104900,Business,493,35
2013,2,104900,Duplex,604,68
2013,2,104900,Fourplex,1718,77
2013,2,104900,Industry,29,1
2013,2,104900,Miscellaneous,0,7
2013,2,104900,Parks & Municipals,0,4
2013,2,104900,Restaurant,182,2
2013,2,104900,School or Church or Charity,27,3
2013,2,104900,Single Residence,3130,740
2013,2,104900,Triplex,154,10
2013,2,110103,Miscellaneous,0,1
2013,2,110103,Single Residence,44,5
2013,2,110200,Miscellaneous,0,2
2013,2,110200,School or Church or Charity,20,2
2013,2,110300,Business,15,4
2013,2,110300,Duplex,132,10
2013,2,110300,Single Residence,477,65
2013,2,111400,Business,0,1
2013,2,111400,Duplex,12,2
2013,2,111400,Fourplex,21,1
2013,2,111400,Single Residence,63,16
2013,2,111400,Triplex,42,2
2013,2,111802,Apartment,820,13
2013,2,111802,Business,1146,21
2013,2,111802,Duplex,195,18
2013,2,111802,Single Residence,355,56
2013,2,111802,Triplex,28,3
2013,2,113906,Business,8656,78
2013,2,113906,Industry,0,4
2013,2,113906,Miscellaneous,149,7
2013,2,113906,Parks & Municipals,28,4
2013,2,114000,Apartment,2293,36
2013,2,114000,Business,32676,634
2013,2,114000,Duplex,183,19
2013,2,114000,Fourplex,72,3
2013,2,114000,Hotel or Motel,26974,57
2013,2,114000,Industry,520,19
2013,2,114000,Miscellaneous,9,9
2013,2,114000,Parks & Municipals,144,66
2013,2,114000,Restaurant,1859,22
2013,2,114000,School or Church or Charity,46,3
2013,2,114000,Single Residence,873,106
2013,2,114000,Triplex,170,3
2013,2,114100,Apartment,375,10
2013,2,114100,Business,5477,119
2013,2,114100,Duplex,779,77
2013,2,114100,Fourplex,389,22
2013,2,114100,Hotel or Motel,333,4
2013,2,114100,Miscellaneous,124,14
2013,2,114100,Parks & Municipals,18,13
2013,2,114100,Restaurant,1417,15
2013,2,114100,School or Church or Charity,499,13
2013,2,114100,Single Residence,4356,682
2013,2,114100,Triplex,17,2
2013,2,114500,Business,83267,1208
2013,2,114500,Industry,19697,54
2013,2,114500,Miscellaneous,412,23
2013,2,114500,Parks & Municipals,884,25
2013,2,114500,School or Church or Charity,781,8
2013,2,114500,Single Residence,38,7
2013,2,114700,Business,3287,54
2013,2,114700,Duplex,126,7
2013,2,114700,Fourplex,156,3
2013,2,114700,Hotel or Motel,167,1
2013,2,114700,Industry,11847,8
2013,2,114700,Miscellaneous,12,5
2013,2,114700,Parks & Municipals,1774,24
2013,2,114700,Restaurant,29,1
2013,2,114700,School or Church or Charity,216,12
2013,2,114700,Single Residence,12712,1433
2013,2,114700,Triplex,105,2
2013,2,114800,Apartment,652,8
2013,2,114800,Business,33,5
2013,2,114800,Duplex,246,18
2013,2,114800,Fourplex,18,1
2013,2,114800,Hospital,514,2
2013,2,114800,Miscellaneous,17,13
2013,2,114800,Parks & Municipals,12,14
2013,2,114800,School or Church or Charity,34,2
2013,2,114800,Single Residence,10833,1276
2013,2,114800,Triplex,0,1
2013,2,980000,Business,33995,384
2013,2,980000,Hotel or Motel,8704,56
2013,2,980000,Industry,163,12
2013,2,980000,Miscellaneous,262,52
2013,2,980000,Parks & Municipals,76,15
2013,3,100100,Apartment,628,14
2013,3,100100,Business,4317,201
2013,3,100100,Duplex,609,58
2013,3,100100,Fourplex,97,6
2013,3,100100,Hotel or Motel,357,2
2013,3,100100,Industry,117966,23
2013,3,100100,Miscellaneous,0,8
2013,3,100100,Parks & Municipals,0,3
2013,3,100100,Restaurant,25,1
